Name,Rating,Address,Price,ID,Reviews
Robert’s Jalapenos,4.5,2169 Fenton Pkwy,$$,y4OCgfNlkcCuvQgKKoZXGA,"[{'Text': 'Absolutely fantastic experience!\nQuality, value, and customer service was all 10 stars! GO NOW', 'Rating': 5}, {'Text': 'Best Mexican food in San Diego especially the \ncarne Asada Grade A Meat must try Frank the chef is the hardest working nicest guy making everything happen...', 'Rating': 5}, {'Text': 'Best carne asada in town. The surf n turf is phenomenal and the customer service is always on point!', 'Rating': 5}]"
El Gordo Mexican Food,4.0,4768 Convoy St,$,cexxLL6wmxZGuBXGgKK-8Q,"[{'Text': ""I'm from Reno Nv and I always stop here when I come down to San Diego good spot to eat food is great definitely will be coming back again when I visit"", 'Rating': 5}, {'Text': 'The food here is amazing - the lingua tacos were just exceptionally good, the steak ones - even better... and we must have ordered more quesadillas at least...', 'Rating': 5}, {'Text': 'The queso birria tacos were delicious!!! It comes with consume which was nice and hot and not hella oily! The meat was so juicy and tender!! Will def be...', 'Rating': 5}]"
Cesarina,4.5,4161 Voltaire St,$$,ruZ45_rMndqb7aLEr6VSOw,"[{'Text': ""10/10 reccomend.\nI have recently had to go dairy free because of health issues and haven't found any good italian food... until I found this place...."", 'Rating': 5}, {'Text': 'The food was divine, the server was amazing and the tiramisu was absolute heaven!  We are from Minnesota and the  restaurant was a treat for a perfect date...', 'Rating': 5}, {'Text': ""Quite possibly the best pasta I've ever had in my entire life. I am still craving it two days later. I made my own pasta with Mafalde pasta and..."", 'Rating': 5}]"
El Viejón Seafood,4.5,4619 Convoy St,$$,0qMYBzJUjXa8_MIm5mkjKA,"[{'Text': ""El Viejon... according to the sign it's slang meaning a close friend, homie, or bro. Cool name! To me it means delicious Mexican style seafood tacos,..."", 'Rating': 5}, {'Text': 'El Viejon is a gem at the food scene in San Diego.  It is located at a busy Asian strip mall on Convoy, roughly 15 mins ride from downtown San Diego.  We...', 'Rating': 5}, {'Text': ""Best tacos I've had in a while! We got lucky and found parking in the nearby parking structure. We also noticed on space outside reserved for curbside..."", 'Rating': 5}]"
Trujillo's Taco Shop,4.0,5119 College Ave,$$,FXnEqQynYqDQLPE3NdrQMg,"[{'Text': ""Trujillo's is an SDSU institution! Open super late on the weekends and is a great place to grab a bite to eat. We went to a concert on campus so it was the..."", 'Rating': 5}, {'Text': ""Exactly what you'd expect for a late night taqueria on/right next to a college campus! It was the perfect thing to go to after a concert. I got the sigma..."", 'Rating': 4}, {'Text': 'We came here late night after attending a concert at Viejas Arena. This was the only place located in walkable distance around that time -  you could tell...', 'Rating': 4}]"
Elote,4.5,2548 Congress St,$,m5u1o8k0DDSEeo--pYd6rA,"[{'Text': ""yummy Michelada's & aguas frescas! we opted for the drinks but the food looked good, next time we are around we'll make sure to grab some."", 'Rating': 5}, {'Text': ""Do you like elote? I love it, and I would recommend if you do too to come here to have some. I can't say anything about the rest of the food, but the elote..."", 'Rating': 5}, {'Text': 'This is a small little restaurant that is located in a very small food court in Old Town. Their menu is relatively simple and consists of a few variations...', 'Rating': 4}]"
Soto's Mexican Food,4.0,6904 Miramar Rd,$,qIAoorpGI_UXRfctOmMI1Q,"[{'Text': ""FINALLY!!! A fruteria joint close to my house! I haven't tried their burritos or tacos, etc.; so this review is going towards the fruiteria ONLY. \n\nI'm so..."", 'Rating': 5}, {'Text': ""The place is tucked away behind Dennys on Miramar road. \nThe California burrito was good. Santanas is still better but Sotos's is better than Cotixan's...."", 'Rating': 4}, {'Text': 'Decent casual Mexican restaurant in Miramar. I tried their Congo burrito and Chamango here. Burrito was a generous size but it was wrapped too loosely and...', 'Rating': 3}]"
Go Go Amigo,4.0,2885 Perry Rd,$$,cJ0cl1xWCfltfObttNceJA,"[{'Text': 'Pretty nice and trendy spot with Americanized Mexican food. They have Happy Hour on Tuesdays-Fridays from 3-5PM. \n\nWe got chips and salsa to share and it...', 'Rating': 4}, {'Text': 'I love Liberty Station and wanted to love this spot, but I feel like it fell flat. There are sooo many taco spots in SD, and I liked that this is a cute...', 'Rating': 3}, {'Text': ""2.5 Stars...\n\nOne of the few places I've not been to in Liberty Station, so we had to hit this joint...\n\nPromptly seated for our reservation in a covered..."", 'Rating': 2}]"
La Perla De Michoacán,4.5,745 Emerald St,$$,kiOIwpD1hVTr289Zt80AfA,"[{'Text': 'Great authentic Mexican food and exceptional service \nFamily ran restaurant seafood was delicious', 'Rating': 5}, {'Text': ""There's several options for food on and around Emerald St., I would skip them and go for the fish tacos here. \nIt's the perfect amount of spice, sauce,..."", 'Rating': 5}, {'Text': 'We were on the hunt for a true San Diego burrito and upon asking the locals at the surf shop nearby, they recommended La Perla. Let the size speak for...', 'Rating': 4}]"
Cantina Mayahuel,4.0,2934 Adams Ave,$$,iUvrQyDNVE80bA6-mBnJyA,"[{'Text': 'My friend and I were grabbing drinks across the way at Polite Provisions but they had a 2 hour wait since it was the holidays. We decided to kill some time...', 'Rating': 4}, {'Text': ""Can't believe I have not left a review for this yet! I have been coming here pre-pandemic and once they re-opened I was happy to get back in there and taste..."", 'Rating': 5}, {'Text': 'Unsuspecting Gold- (minus) establishment. Kind of hidden in a hot spot. The food, drinks, and service here are top notch. Seating capacity however is small....', 'Rating': 4}]"
Costa Brava,4.5,1653 Garnet Ave,$$,PWdxcU5rjBIunreW8NKU2Q,"[{'Text': 'Delicious authentic Spanish food. I felt like I was back in Cantabria. Service was great as well.', 'Rating': 5}, {'Text': 'So awesome. Love this place and we come here for almost every special occasion. The food is great and the atmosphere is great as well. Such a hidden gem....', 'Rating': 5}, {'Text': 'Such a perfect go to for date night.\nGreat service- always refilling water and cocktails.\nThe food is yummy. I am allergic to dairy. They were very helpful...', 'Rating': 5}]"
Camino Riviera,4.0,2400 India St,,zCfCcuvNJT21b_1guwDpGA,"[{'Text': 'What a blessing it is to have Camino Riviera in our home town. The dessert corn  is a TRIP! for creativity\n\nSome of the treats we have here are the;\n-...', 'Rating': 5}, {'Text': 'This is easily one of my favorite restaurants in San Diego. The food and the vibes are both 10/10 fabulous. \n\nAtmosphere: \n-Enter into your little taste of...', 'Rating': 5}, {'Text': 'The ambiance took me back to TULUM. \nThe food is very tastey as are the drinks. I will definetly be back for more.', 'Rating': 5}]"
Puesto - La Jolla,4.0,1026 Wall St,$$,9cZzWOr80AnZvdEu1V7G7g,"[{'Text': 'Had my 21st birthday dinner at Puesto last night and our server Kim was amazing! She was personable, welcoming, and made my birthday so special!! Thank you...', 'Rating': 5}, {'Text': ""This place is simply amazing. \n\nI've eaten at this location and others through our California since the fruition of the concept. \n\nAlan has been a long time..."", 'Rating': 5}, {'Text': 'The food was fantastic-- but some of our large party found it too spicy. \nAlso quite pricey. \nBut to ME-- it was worth it!', 'Rating': 4}]"
Super Cocina,4.5,3627 University Ave,$$,ZffC3bgTNJOTAIkUakPi9w,"[{'Text': 'I visited super Cocina about 6 years ago because I believe this place has the best Pozole. Every time I come back to San Diego, I secretly wish we pass by...', 'Rating': 5}, {'Text': 'Beef hard taco 6/10 - meat was super basic shredded beef but the avocado slice and cotija cheese on top really made it pop\nBeef empanada 6-7/10 - sweetest...', 'Rating': 4}, {'Text': 'I love coming to Super Cocina! They have real authentic Mexican food. Everything on the menu is delicious. The ladies who work there and cook are so happy...', 'Rating': 4}]"
Miguel's Cocina,4.0,1351 Orange Ave,$$,jnAltBsrZBxces7jD9lu-Q,"[{'Text': 'Wow, it was an amazing experience.  The flautas were amazing the meat was quality.  The service was even better.  Our waiter Andreas was perfect.  They k ow...', 'Rating': 5}, {'Text': ""This is my must return to Mexican restaurant every time I'm in San Diego.  Food is tremendous and always hot and tasty.  Ask for Andres and you will not be..."", 'Rating': 5}, {'Text': 'I\'d give it 5 stars but the waits for regular tables are incredibly long in ""high"" season. \n\nWe held a mixer here and the staff couldn\'t have been more...', 'Rating': 4}]"
CRACK Taco Shop,4.0,4242 Camino Del Rio N,$,L2Bhgxgt6CCUZuisKXbJmg,"[{'Text': ""Super shout out to Carlos the manager on duty tonight!!!\n\nThe food is always good. But the last time I ordered on door dash they didn't give any hot sauce...."", 'Rating': 5}, {'Text': 'From left to right: Crack Tri Tip Taco, Al Pastor Taco, and IPA Battered Fish Taco. The hot sauces are from hot to mild.\n\nEverything was absolutely...', 'Rating': 5}, {'Text': 'This place was GREAT! The food was amazing and the service was super friendly and helpful. \n\nThe minute you walk in the door, you are greeted and can place...', 'Rating': 5}]"
El Borrego Restaurant,4.5,4280 El Cajon Blvd,$$,aaD00oMzpZ0gfm3CNAXfwA,"[{'Text': ""Great little spot. \n\nWe went here for breakfast before our son's soccer game at Hoover High School.\n\nThe women at the counter was extremely friendly and..."", 'Rating': 5}, {'Text': 'Ehhh.. This place is good but way WAY overpriced for the portions you get. The nachos were literally super skimpy and made with very little food and thin...', 'Rating': 2}, {'Text': 'No dogs allowed.\n\nThey have a very nice outdoor patio but they had a recent incident where a dog bit a child and now no dogs are allowed. Very bummed...', 'Rating': 3}]"
Super Sergio's,3.5,4125 Convoy St,$,c_X8F5M5MxR0fFFWAShooQ,"[{'Text': ""I ate breatfast menu. \nIt was very full and satisfied with that's taste.\nThere was a few people in the morning."", 'Rating': 4}, {'Text': ""OMGUHHHJ!!! I've had tacos from this place twice, with my co-workers having burritos. Heard the fish burrito was bomb, and heard the carne Asada burrito was..."", 'Rating': 5}, {'Text': 'Best Mexican food for the past 20 years.. Everything on the menu is A1. Day or night this place has the best food', 'Rating': 5}]"
El Zarape Mexican Cantina,3.5,3201 Adams Ave,$$,2TrIr3BvIaRe-B3SmGt6uw,"[{'Text': ""I've been here a few times for dinner but what brings me back is the bottomless brunch! AYCE (smaller) entrees that include several seafood options, sweets,..."", 'Rating': 5}, {'Text': 'This review is for this location only. Music is TOO loud for an indoor brunch, we could not hear each other nor could our server hear us. Night club...', 'Rating': 2}, {'Text': ""Brought a friend for his birthday.  What a disappointment.  The tvs are Too Loud!  Manager please???. Atmosphere  was terrible as you can't hear anything.,..."", 'Rating': 1}]"
El Comal,4.0,3946 Illinois St,$$,XSH4aMmPtNEIfDEOYABkFw,"[{'Text': 'This is my favorite Mexican spot in San Diego. Their food is amazing, their margaritas are super tasty and decently sized, and their service is always...', 'Rating': 5}, {'Text': ""I have mixed feelings about this restaurant. We got there and it wasn't too packed. They don't give complimentary chips are salsa which was odd I thought...."", 'Rating': 3}, {'Text': 'Hands down thee BEST green chicken pozole I may have ever had in my life.\n\nPhenomenal and caring patio dining service.\n\nThose fresh handmade tortillas are...', 'Rating': 5}]"
Old Town Mexican Cafe,3.5,2489 San Diego Ave,$$,ZXsUHVqAJ1py_FqRePMftw,"[{'Text': 'the homemade tortillas here are life changing. the rest of my food okay good but nothing compare to the tortillas. i hope that whoever made my tortillas...', 'Rating': 5}, {'Text': ""Good food!\nFestive atmosphere!\nGreat service!\n\nAn Old Town Favorite to bring friends and relatives from out of town. It's special to see fresh tortillas..."", 'Rating': 4}, {'Text': 'Stopped in with a few old friends and I felt that I was in TJ. This defiantly has a Mexican vibe to it. Did not get a full explanation of what was going on...', 'Rating': 2}]"
JV's Mexican Food,4.0,1112 Morena Blvd,$,nFpDRtlF6eDASynCmMCnfQ,"[{'Text': '01-19-2023\n\nHidden gem in San Diego! My to go place for Mexican food. Best in town. Generous portion (see pic). \n\nOrdered:\n-Carne Asada Burrito $10.15-...', 'Rating': 5}, {'Text': 'After a day at seaworld, i definitely wanted some Mexican food. I mean, we are in San Diego! Did a quick search on Yelp and came across this place. Decided...', 'Rating': 4}, {'Text': ""I stopped into JV's Mexican Food one morning on the way to the dog park, and I am really glad I did. I love me a good breakfast burrito, and decided to..."", 'Rating': 5}]"
El Tianguis - Mission Valley,4.0,7995 Civita Blvd,,BIvj79BGjAMj2Uhyr95Qkw,"[{'Text': 'You know how San Diegans have their go to taco shop and their burrito place and another shop for fries...well this is my spot for rolled tacos! These are...', 'Rating': 5}, {'Text': ""I'm glad to see El Tianguis in Mission Valley near the Civita Park new developments. Street parking in front or on the side was readily available.\n\nThe menu..."", 'Rating': 4}, {'Text': 'Excellent! We came here after a day at Cevita park which is within walking distance. They have a short and easy menu makes it simple to order. \n4 different...', 'Rating': 5}]"
